Size,Frequency of Purchases,Gender,Category,Location,Color,Season,Subscription Status,Payment Method,Shipping Type,Discount Applied,Preferred Payment Method,Age,Purchase Amount (USD),Review Rating,Previous Purchases
1,3,1,2,0,18,1,0,2,0,0,5,0.019230769230769273,0.4,0.6000000000000001,0.693877551020408
1,6,1,0,31,4,2,0,4,4,0,4,0.5576923076923077,0.16250000000000003,0.08000000000000007,0.9795918367346937
2,5,1,1,24,14,1,0,1,2,0,4,0.5961538461538463,0.6000000000000001,0.20000000000000018,0.32653061224489793
1,2,1,0,9,18,0,0,4,1,0,4,0.25,0.0,0.7600000000000002,0.510204081632653
1,2,1,1,35,12,3,0,0,2,0,1,0.40384615384615385,0.15000000000000002,0.11999999999999988,0.5918367346938774
1,1,1,0,6,19,2,0,1,5,0,1,0.7692307692307693,0.7750000000000001,0.2400000000000002,0.6326530612244897
3,2,1,2,21,16,3,0,2,1,0,0,0.5192307692307693,0.55,0.56,0.693877551020408
2,1,1,2,38,2,0,0,3,4,0,5,0.9615384615384616,0.050000000000000044,0.08000000000000007,0.28571428571428564
1,1,1,0,23,20,2,0,2,5,0,3,0.326923076923077,0.9500000000000002,0.3600000000000001,0.18367346938775508
2,3,1,1,20,1,1,0,1,2,0,2,0.9038461538461539,0.925,0.52,0.26530612244897955
1,1,1,0,28,7,3,0,4,0,0,0,0.5192307692307693,0.3500000000000001,0.4800000000000002,0.5918367346938774
0,5,1,0,49,17,1,0,0,0,0,2,0.019230769230769273,0.5,0.8,0.3061224489795918
3,1,1,1,29,6,1,0,4,1,0,4,0.9038461538461539,0.45000000000000007,0.15999999999999992,0.26530612244897955
1,6,1,0,42,19,0,0,3,0,0,0,0.1923076923076924,0.16250000000000003,0.3600000000000001,0.5510204081632653
2,3,1,0,22,2,1,0,1,0,0,4,0.7115384615384616,0.32500000000000007,0.7600000000000002,0.5714285714285714
2,2,1,1,40,24,1,0,2,4,0,4,0.9230769230769232,0.21250000000000002,0.6800000000000002,0.08163265306122448
1,2,1,1,46,3,3,0,3,5,0,0,0.21153846153846156,0.9750000000000001,0.32000000000000006,0.32653061224489793
3,6,1,1,4,0,1,0,1,1,0,4,0.730769230769231,0.375,0.4800000000000002,1.0
1,2,1,0,48,2,0,0,3,3,0,0,0.05769230769230771,0.5375000000000001,0.28000000000000025,0.44897959183673464
0,1,1,1,21,11,2,0,4,5,0,3,0.2692307692307693,0.625,0.040000000000000036,0.4285714285714285
2,2,1,3,39,19,0,0,4,4,0,1,0.6923076923076924,0.5375000000000001,0.11999999999999988,0.28571428571428564
1,3,1,1,13,5,0,0,5,4,0,1,0.826923076923077,0.825,0.15999999999999992,0.6326530612244897
1,3,1,2,3,8,2,0,0,0,0,0,0.25,0.9875,0.6000000000000001,0.08163265306122448
1,4,1,2,36,2,1,0,4,2,0,0,0.17307692307692313,0.25,0.15999999999999992,0.10204081632653061
1,5,1,2,12,13,0,0,2,5,0,3,0.8846153846153847,0.9000000000000001,0.8800000000000001,0.8775510204081631
3,5,1,1,19,0,0,0,1,0,0,1,0.8076923076923078,0.012500000000000011,0.2400000000000002,0.44897959183673464
3,3,1,0,44,1,2,0,2,5,0,5,1.0,0.7625,0.56,0.8775510204081631
1,2,1,1,42,9,0,0,1,2,0,3,0.34615384615384615,0.7750000000000001,0.3600000000000001,0.04081632653061225
3,3,1,0,26,18,1,0,1,1,0,1,0.730769230769231,0.8500000000000001,0.2400000000000002,0.26530612244897955
0,2,1,3,39,24,0,0,3,5,0,4,0.980769230769231,1.0,0.9199999999999999,0.7346938775510203
1,6,1,0,20,0,3,0,2,3,0,0,0.40384615384615385,0.5750000000000001,0.56,0.4285714285714285
0,2,1,0,42,8,3,0,3,3,0,4,0.3846153846153847,0.0625,0.40000000000000013,0.02040816326530612
1,5,1,0,8,23,2,0,2,2,0,3,0.34615384615384615,0.4125000000000001,0.2400000000000002,0.8775510204081631
0,3,1,1,39,21,0,0,0,1,0,3,0.5384615384615385,0.10000000000000003,0.8800000000000001,0.9795918367346937
0,4,1,0,8,9,0,0,1,2,0,3,0.7884615384615384,0.03750000000000003,0.8399999999999999,0.4285714285714285
2,1,1,0,26,14,0,0,0,2,0,0,0.8846153846153847,0.17500000000000004,0.32000000000000006,0.510204081632653
1,6,1,1,10,2,1,0,5,3,0,3,0.5961538461538463,0.275,0.28000000000000025,0.7959183673469387
2,2,1,1,25,22,2,0,3,3,0,4,0.2692307692307693,0.050000000000000044,0.2400000000000002,0.3061224489795918
0,4,1,0,40,7,0,0,2,2,0,3,0.21153846153846156,0.3375,0.40000000000000013,0.32653061224489793
0,4,1,3,0,5,1,0,2,4,0,0,0.11538461538461542,0.7250000000000001,0.72,0.9591836734693877
1,2,1,1,3,24,2,0,1,2,0,5,0.4423076923076924,0.8625,0.15999999999999992,0.5510204081632653
2,5,1,0,23,14,0,0,2,5,0,2,0.4423076923076924,0.48750000000000004,0.08000000000000007,0.510204081632653
0,2,1,1,44,3,2,0,0,4,0,0,0.2692307692307693,0.925,0.6000000000000001,0.8571428571428571
1,6,1,1,31,20,0,0,1,2,0,3,0.980769230769231,0.36250000000000004,0.8399999999999999,0.7551020408163265
2,2,1,1,33,0,2,0,2,0,0,1,0.9038461538461539,0.8625,0.8800000000000001,0.7142857142857142
1,6,1,0,48,2,2,0,2,4,0,2,0.6923076923076924,0.8875,0.8800000000000001,0.0
2,1,1,2,4,14,1,0,1,4,0,3,0.40384615384615385,0.8625,0.6000000000000001,0.9795918367346937
2,2,1,3,19,6,1,0,1,2,0,2,0.3653846153846154,0.4625,0.44000000000000017,0.8163265306122448
0,3,1,1,20,20,3,0,3,2,0,3,0.6346153846153847,0.6375000000000001,0.3600000000000001,0.4081632653061224
3,2,1,1,46,0,0,0,4,3,0,0,0.15384615384615385,0.9625000000000001,0.20000000000000018,0.4693877551020408
1,6,1,2,22,19,0,0,0,3,0,0,0.46153846153846156,0.3125,0.040000000000000036,0.5306122448979591
1,1,1,1,46,12,1,0,5,5,0,3,0.05769230769230771,0.8875,0.6800000000000002,0.061224489795918366
1,1,1,1,39,9,1,0,0,4,0,5,0.6730769230769232,0.0625,0.3600000000000001,0.36734693877551017
1,5,1,1,30,7,0,0,2,5,0,0,0.34615384615384615,0.5375000000000001,0.6000000000000001,0.0
2,1,1,1,32,2,2,0,3,2,0,3,0.05769230769230771,0.4,0.8800000000000001,0.5306122448979591
0,6,1,2,14,5,3,0,2,3,0,2,0.28846153846153855,0.2875,0.56,0.08163265306122448
1,2,1,1,17,23,2,0,2,0,0,5,0.5961538461538463,0.10000000000000003,0.32000000000000006,0.38775510204081626
2,1,1,1,35,8,2,0,3,1,0,4,0.25,0.7250000000000001,0.15999999999999992,1.0
1,5,1,1,21,19,1,0,4,2,0,1,0.9615384615384616,0.1375,0.7600000000000002,0.7142857142857142
1,4,1,1,36,2,3,0,1,3,0,0,0.5961538461538463,0.03750000000000003,0.44000000000000017,0.22448979591836735
1,3,1,0,11,3,1,0,4,5,0,1,0.0961538461538462,0.0625,0.8,0.44897959183673464
0,6,1,1,13,18,2,0,4,5,0,5,0.23076923076923084,0.825,0.4800000000000002,0.4081632653061224
1,6,1,2,30,6,1,0,0,2,0,5,0.6730769230769232,0.8500000000000001,0.11999999999999988,0.9387755102040816
1,4,1,0,39,19,1,0,2,2,0,5,0.9038461538461539,0.1875,0.8,0.7551020408163265
1,2,1,0,44,7,0,0,1,4,0,2,0.8076923076923078,0.17500000000000004,0.7600000000000002,0.7959183673469387
1,2,1,1,7,1,3,0,4,4,0,4,0.5384615384615385,0.6875,0.32000000000000006,0.693877551020408
3,2,1,1,33,0,3,0,3,1,0,2,0.6923076923076924,0.32500000000000007,0.6800000000000002,0.061224489795918366
2,2,1,0,4,15,0,0,1,2,0,5,0.7884615384615384,0.1375,0.08000000000000007,0.5510204081632653
2,2,1,1,25,5,1,0,1,5,0,3,0.6538461538461539,0.9125000000000001,0.56,0.7142857142857142
3,1,1,0,24,16,1,0,2,2,0,0,0.4423076923076924,0.8125,0.040000000000000036,0.28571428571428564
1,5,1,0,41,10,0,0,2,0,0,1,0.48076923076923084,0.6000000000000001,0.8,0.12244897959183673
1,2,1,1,45,3,1,0,2,5,0,4,0.8653846153846155,0.25,0.08000000000000007,0.5714285714285714
1,1,1,1,44,11,3,0,2,4,0,3,0.3653846153846154,0.38750000000000007,0.15999999999999992,0.22448979591836735
1,4,1,0,38,22,3,0,2,5,0,0,0.5000000000000001,0.8125,0.3600000000000001,0.3061224489795918
1,4,1,3,15,20,2,0,4,1,0,3,0.9423076923076924,0.03750000000000003,0.15999999999999992,1.0
2,1,1,1,5,3,2,0,0,2,0,3,0.17307692307692313,0.10000000000000003,0.52,0.2040816326530612
1,2,1,1,9,13,0,0,0,0,0,3,0.8076923076923078,0.30000000000000004,0.6800000000000002,0.5510204081632653
1,4,1,0,26,9,1,0,3,5,0,5,0.7692307692307693,0.4625,0.40000000000000013,0.7142857142857142
0,2,1,0,24,18,0,0,5,3,0,4,0.6730769230769232,0.9750000000000001,0.2400000000000002,0.7551020408163265
1,3,1,0,1,13,3,0,2,0,0,0,0.48076923076923084,0.6000000000000001,0.40000000000000013,0.6326530612244897
2,6,1,3,45,20,0,0,4,1,0,3,0.2692307692307693,0.2,0.6000000000000001,0.836734693877551
2,4,1,3,26,5,1,0,1,1,0,3,0.6923076923076924,0.6375000000000001,0.4800000000000002,0.4285714285714285
1,2,1,1,38,20,0,0,5,3,0,5,0.5576923076923077,0.5,0.6800000000000002,0.4285714285714285
1,2,1,3,28,0,0,0,2,5,0,4,0.7500000000000001,0.8375000000000001,0.9199999999999999,0.6122448979591836
3,3,1,2,0,11,3,0,4,1,0,2,0.8653846153846155,0.22500000000000003,0.6399999999999999,0.5510204081632653
1,6,1,2,32,9,1,0,2,0,0,3,1.0,0.3125,0.8,0.7959183673469387
2,6,1,3,30,5,0,0,4,0,0,4,0.8461538461538461,0.3375,0.08000000000000007,0.4081632653061224
2,2,1,1,22,14,0,0,2,5,0,4,0.42307692307692313,0.4625,0.11999999999999988,0.22448979591836735
2,1,1,0,2,22,2,0,3,2,0,2,0.13461538461538464,0.6000000000000001,0.4800000000000002,0.6530612244897959
1,5,1,1,25,18,0,0,2,1,0,0,0.019230769230769273,0.4,0.44000000000000017,0.16326530612244897
1,6,1,1,44,11,0,0,4,0,0,3,0.13461538461538464,0.8375000000000001,0.8800000000000001,0.28571428571428564
1,1,1,0,18,13,2,0,4,4,0,0,0.05769230769230771,0.17500000000000004,0.52,0.24489795918367344
3,5,1,2,45,12,3,0,5,4,0,2,0.7115384615384616,0.26250000000000007,0.15999999999999992,0.693877551020408
0,2,1,0,4,24,3,0,2,3,0,3,0.3076923076923077,0.925,0.8399999999999999,0.0
1,5,1,0,31,18,2,0,0,4,0,0,0.5576923076923077,0.9125000000000001,0.11999999999999988,0.4897959183673469
3,2,1,1,13,17,3,0,0,0,0,2,0.17307692307692313,0.38750000000000007,0.8399999999999999,0.38775510204081626
1,2,1,1,23,20,0,0,5,3,0,5,0.9423076923076924,0.275,0.11999999999999988,0.7142857142857142
1,6,1,2,31,18,3,0,2,2,0,1,0.42307692307692313,0.9375,0.20000000000000018,0.6530612244897959
1,5,1,0,30,3,0,0,1,4,0,1,0.6730769230769232,0.875,0.4800000000000002,0.7142857142857142
1,1,1,1,16,15,3,0,2,0,0,4,0.11538461538461542,0.9750000000000001,0.6399999999999999,0.6326530612244897
1,2,1,0,33,12,3,0,5,3,0,5,0.5576923076923077,0.23750000000000004,0.72,0.4081632653061224
2,4,1,2,3,18,0,0,3,3,0,5,0.6730769230769232,0.5750000000000001,0.52,0.9591836734693877
2,2,1,2,19,14,3,0,1,2,0,4,0.5576923076923077,0.03750000000000003,0.4800000000000002,0.4897959183673469
0,1,1,1,6,23,3,0,3,4,0,4,0.3846153846153847,0.6625000000000001,0.9199999999999999,0.6326530612244897
3,2,1,0,43,23,2,0,3,4,0,4,0.576923076923077,0.03750000000000003,0.8399999999999999,0.8979591836734693
0,5,1,1,24,4,0,0,4,4,0,1,0.5576923076923077,0.2875,0.9199999999999999,0.061224489795918366
3,4,1,1,26,21,3,0,4,0,0,4,0.019230769230769273,0.3125,0.8399999999999999,0.36734693877551017
2,6,1,2,10,14,3,0,0,4,0,0,0.3846153846153847,0.012500000000000011,0.6000000000000001,0.0
1,6,1,1,12,14,1,0,4,0,0,1,0.7500000000000001,0.25,0.040000000000000036,0.22448979591836735
2,3,1,1,44,3,0,0,5,0,0,5,1.0,0.4750000000000001,0.040000000000000036,0.346938775510204
2,4,1,1,29,11,2,0,0,3,0,0,0.3846153846153847,0.3500000000000001,0.8,0.8571428571428571
1,1,1,1,16,22,0,0,2,2,0,4,0.326923076923077,0.925,0.6800000000000002,0.6122448979591836
1,2,1,0,49,22,1,0,3,5,0,1,0.5384615384615385,0.675,0.3600000000000001,0.6530612244897959
2,3,1,0,10,24,0,0,3,5,0,4,0.2692307692307693,0.38750000000000007,0.4800000000000002,0.9183673469387754
1,4,1,1,24,12,3,0,4,3,0,3,0.3846153846153847,0.7875000000000001,0.44000000000000017,0.8163265306122448
2,5,1,0,23,21,3,0,3,3,0,5,0.4423076923076924,0.6000000000000001,0.6000000000000001,0.8163265306122448
3,5,1,0,20,13,1,0,2,4,0,0,0.019230769230769273,0.8,0.8399999999999999,0.16326530612244897
1,1,1,1,17,15,0,0,4,2,0,1,0.0,0.4750000000000001,0.20000000000000018,0.673469387755102
2,1,1,1,47,4,3,0,0,1,0,4,0.5192307692307693,0.9000000000000001,0.32000000000000006,0.4081632653061224
0,5,1,1,46,15,2,0,2,1,0,3,0.0961538461538462,0.6125,0.52,0.08163265306122448
0,6,1,1,36,1,2,0,2,2,0,4,0.8076923076923078,0.3500000000000001,0.08000000000000007,0.6326530612244897
2,3,1,2,31,7,1,0,0,1,0,0,0.6538461538461539,0.5,0.8,0.8775510204081631
0,4,1,2,14,13,3,0,5,3,0,4,0.46153846153846156,0.0,0.9199999999999999,0.9183673469387754
1,2,1,1,11,21,2,0,0,1,0,2,0.21153846153846156,0.4375,0.6800000000000002,0.836734693877551
0,4,1,3,29,17,1,0,5,1,0,2,0.25,0.8500000000000001,0.40000000000000013,1.0
2,5,1,1,34,8,3,0,5,4,0,5,0.23076923076923084,0.3500000000000001,0.9600000000000002,0.6530612244897959
1,2,1,0,6,0,1,0,0,3,0,1,0.0961538461538462,0.675,0.6399999999999999,0.6326530612244897
1,4,1,3,8,3,0,0,4,3,0,0,0.25,0.275,0.15999999999999992,0.6326530612244897
1,2,1,1,39,21,0,0,4,3,0,5,0.42307692307692313,0.15000000000000002,0.6000000000000001,0.7346938775510203
1,5,1,1,24,24,2,0,2,5,0,1,0.40384615384615385,0.9750000000000001,0.8399999999999999,0.16326530612244897
0,5,1,1,38,10,0,0,0,5,0,4,0.1923076923076924,0.8625,0.11999999999999988,0.10204081632653061
0,2,1,0,7,5,2,0,1,0,0,5,0.0961538461538462,0.9625000000000001,1.0,0.7142857142857142
0,1,1,0,5,13,1,0,1,5,0,1,0.46153846153846156,0.36250000000000004,0.15999999999999992,0.0
1,5,1,1,26,19,1,0,0,2,0,2,0.9615384615384616,0.375,0.32000000000000006,0.9591836734693877
0,2,1,0,44,18,3,0,5,0,0,3,0.11538461538461542,0.8875,0.3600000000000001,0.8775510204081631
3,4,1,0,25,8,3,0,0,1,0,4,0.11538461538461542,0.9125000000000001,0.20000000000000018,0.16326530612244897
1,1,1,0,8,6,2,0,3,4,0,5,0.05769230769230771,0.9750000000000001,0.8800000000000001,0.6326530612244897
2,3,1,1,7,10,0,0,2,3,0,4,0.5961538461538463,0.7750000000000001,0.15999999999999992,0.26530612244897955
1,2,1,3,6,24,2,0,3,5,0,1,0.4423076923076924,0.21250000000000002,0.6399999999999999,0.8571428571428571
1,4,1,0,10,1,0,0,5,2,0,0,0.07692307692307698,0.5375000000000001,0.28000000000000025,0.6326530612244897
1,4,1,1,30,12,3,0,1,5,0,5,0.46153846153846156,0.9875,0.08000000000000007,0.510204081632653
1,3,1,1,15,12,1,0,4,5,0,1,0.23076923076923084,0.21250000000000002,0.8800000000000001,0.02040816326530612
0,2,1,2,27,6,1,0,4,2,0,4,0.3846153846153847,0.17500000000000004,0.28000000000000025,0.3061224489795918
1,2,1,1,32,22,3,0,5,1,0,3,0.42307692307692313,0.15000000000000002,0.0,1.0
3,2,1,2,30,20,3,0,0,3,0,4,0.7115384615384616,0.03750000000000003,0.72,0.10204081632653061
1,1,1,1,11,22,1,0,5,2,0,4,0.3653846153846154,0.7250000000000001,0.7600000000000002,0.38775510204081626
1,6,1,3,4,3,3,0,4,3,0,2,0.4423076923076924,0.42500000000000004,0.8800000000000001,0.16326530612244897
3,4,1,1,48,3,0,0,4,1,0,2,0.3846153846153847,0.925,0.6000000000000001,0.9387755102040816
0,1,1,0,1,12,1,0,3,1,0,2,0.46153846153846156,0.6875,0.8399999999999999,0.6530612244897959
0,4,1,1,37,12,2,0,5,3,0,1,0.15384615384615385,0.6125,0.52,0.9183673469387754
2,3,1,0,45,24,3,0,0,3,0,2,0.4423076923076924,0.1875,0.28000000000000025,0.16326530612244897
2,3,1,1,4,21,1,0,0,1,0,4,0.17307692307692313,0.7250000000000001,1.0,0.14285714285714285
1,2,1,1,16,19,2,0,3,4,0,0,0.826923076923077,0.11250000000000004,0.40000000000000013,0.9591836734693877
1,3,1,1,31,3,0,0,2,3,0,1,0.7692307692307693,0.525,0.4800000000000002,0.02040816326530612
1,6,1,1,44,7,1,0,5,3,0,4,0.13461538461538464,0.4750000000000001,0.9199999999999999,0.6122448979591836
1,3,1,2,37,9,2,0,4,0,0,5,0.28846153846153855,0.8500000000000001,0.4800000000000002,0.7959183673469387
2,3,1,0,31,21,2,0,1,2,0,5,0.7500000000000001,0.75,0.40000000000000013,0.693877551020408
1,3,1,0,32,12,2,0,0,5,0,3,0.40384615384615385,0.3375,0.9600000000000002,0.7959183673469387
2,2,1,0,49,4,2,0,4,3,0,3,0.8076923076923078,0.38750000000000007,0.8800000000000001,0.5306122448979591
2,1,1,1,34,15,1,0,0,0,0,5,0.40384615384615385,0.0625,0.9600000000000002,0.18367346938775508
1,6,1,1,0,18,2,0,4,3,0,2,0.46153846153846156,0.2,0.72,0.44897959183673464
1,2,1,1,38,9,3,0,5,2,0,1,0.6730769230769232,0.7375,0.2400000000000002,0.6326530612244897
0,3,1,1,36,10,3,0,5,0,0,3,0.03846153846153849,0.26250000000000007,0.3600000000000001,0.10204081632653061
3,6,1,1,33,18,0,0,4,1,0,4,0.5384615384615385,0.6000000000000001,0.08000000000000007,0.5306122448979591
2,5,1,2,12,8,1,0,4,5,0,0,0.5384615384615385,0.38750000000000007,0.040000000000000036,0.4897959183673469
1,1,1,0,30,7,0,0,3,3,0,2,0.980769230769231,0.22500000000000003,0.15999999999999992,0.2040816326530612
3,3,1,0,5,22,2,0,3,0,0,4,0.1923076923076924,0.32500000000000007,0.08000000000000007,0.44897959183673464
3,2,1,2,43,0,2,0,2,0,0,0,0.46153846153846156,0.0,0.8,0.8775510204081631
1,5,1,0,45,14,2,0,5,5,0,4,0.23076923076923084,0.0625,0.2400000000000002,0.693877551020408
2,2,1,1,18,17,3,0,4,2,0,3,0.6153846153846154,0.8625,0.28000000000000025,0.8979591836734693
1,2,1,1,26,3,3,0,4,3,0,0,0.7884615384615384,0.7125,0.32000000000000006,0.4285714285714285
1,2,1,0,10,12,0,0,2,1,0,3,0.6923076923076924,0.925,0.15999999999999992,0.346938775510204
2,6,1,0,11,6,0,0,1,4,0,3,0.6153846153846154,1.0,0.6399999999999999,0.38775510204081626
1,5,1,2,47,9,3,0,3,1,0,2,0.13461538461538464,0.9500000000000002,0.08000000000000007,0.5510204081632653
3,4,1,1,44,19,3,0,2,5,0,5,0.4423076923076924,0.2,0.6000000000000001,0.28571428571428564
3,5,1,0,13,18,0,0,0,5,0,0,0.326923076923077,0.08750000000000002,0.040000000000000036,0.836734693877551
1,2,1,0,11,11,3,0,1,5,0,3,0.9423076923076924,0.5875,0.40000000000000013,0.38775510204081626
0,5,1,1,22,17,0,0,4,5,0,0,0.28846153846153855,0.8875,0.11999999999999988,0.3061224489795918
3,1,1,0,49,0,0,0,1,5,0,1,0.019230769230769273,0.525,0.8,0.9387755102040816
3,1,1,1,15,23,0,0,3,2,0,2,0.13461538461538464,0.8500000000000001,0.20000000000000018,0.673469387755102
1,6,1,1,9,20,2,0,4,5,0,2,0.2692307692307693,0.5750000000000001,0.7600000000000002,0.5918367346938774
1,2,1,2,15,7,0,0,2,3,0,4,0.23076923076923084,0.5625,0.8800000000000001,0.08163265306122448
2,2,1,0,26,4,3,0,2,4,0,1,0.0,0.0625,0.72,0.7551020408163265
0,1,1,0,46,13,1,0,2,2,0,2,0.3846153846153847,0.55,0.9199999999999999,0.346938775510204
2,1,1,1,24,2,1,0,2,5,0,1,0.07692307692307698,0.65,0.9199999999999999,0.5510204081632653
0,5,1,0,46,7,2,0,5,3,0,2,0.42307692307692313,0.675,0.7600000000000002,0.836734693877551
1,6,1,0,15,8,0,0,3,2,0,2,0.6923076923076924,0.375,0.4800000000000002,0.08163265306122448
1,3,1,1,22,19,0,0,0,1,0,5,1.0,0.9625000000000001,0.56,1.0
0,5,1,2,5,20,1,0,3,1,0,5,0.6538461538461539,0.2,0.52,0.6530612244897959
1,6,1,3,43,0,0,0,1,5,0,2,0.3076923076923077,0.36250000000000004,0.6399999999999999,0.0
2,5,1,2,32,10,1,0,0,5,0,1,0.9038461538461539,0.55,0.6000000000000001,0.26530612244897955
3,3,1,1,8,7,2,0,2,1,0,2,0.3846153846153847,0.1375,0.8,0.9591836734693877
0,6,1,2,28,24,3,0,1,1,0,1,0.326923076923077,0.5750000000000001,0.6000000000000001,0.510204081632653
1,1,1,1,12,7,1,0,2,0,0,2,0.42307692307692313,0.7750000000000001,0.8,0.8775510204081631
1,5,1,1,17,24,3,0,5,4,0,3,0.0961538461538462,0.8500000000000001,0.08000000000000007,0.346938775510204
0,2,1,2,0,1,2,0,0,3,0,5,0.5192307692307693,0.17500000000000004,0.52,0.6122448979591836
2,6,1,2,8,0,3,0,2,4,0,3,0.42307692307692313,0.8,0.52,0.346938775510204
2,2,1,0,0,9,2,0,0,0,0,2,0.46153846153846156,0.9500000000000002,0.52,0.8163265306122448
2,2,1,2,4,8,3,0,2,3,0,3,0.7500000000000001,0.6375000000000001,0.72,0.346938775510204
1,4,1,3,19,17,2,0,0,2,0,0,0.0,0.7125,0.40000000000000013,0.04081632653061225
1,4,1,1,27,14,1,0,4,3,0,2,0.0,0.5750000000000001,0.52,0.08163265306122448
1,1,1,1,20,20,3,0,1,0,0,3,0.730769230769231,0.012500000000000011,0.4800000000000002,0.24489795918367344
1,1,1,1,39,6,2,0,2,0,0,4,0.326923076923077,0.21250000000000002,0.9199999999999999,0.4285714285714285
2,5,1,1,7,7,0,0,5,2,0,4,0.5961538461538463,0.875,0.9600000000000002,0.8979591836734693
1,2,1,3,10,5,0,0,1,5,0,4,0.5961538461538463,0.9500000000000002,0.72,0.7755102040816325
2,1,1,0,8,20,2,0,4,3,0,5,0.3076923076923077,0.21250000000000002,0.7600000000000002,0.346938775510204
1,5,1,1,38,22,3,0,1,2,0,4,0.8653846153846155,0.5750000000000001,0.3600000000000001,0.36734693877551017
3,6,1,0,49,9,1,0,0,3,0,3,0.46153846153846156,0.3125,0.72,0.5714285714285714
2,6,1,2,5,16,2,0,5,5,0,2,0.4423076923076924,0.8625,0.8399999999999999,0.36734693877551017
2,3,1,2,45,6,0,0,4,2,0,3,0.15384615384615385,0.925,0.52,0.4285714285714285
0,1,1,2,26,12,2,0,5,1,0,0,0.576923076923077,0.9500000000000002,0.56,0.4081632653061224
1,3,1,1,35,3,1,0,2,5,0,4,0.8461538461538461,0.1375,0.040000000000000036,0.4285714285714285
1,2,1,0,33,6,3,0,5,5,0,4,0.11538461538461542,0.7375,0.6800000000000002,0.8775510204081631
2,2,1,3,21,20,1,0,5,5,0,0,0.576923076923077,0.23750000000000004,0.8399999999999999,0.836734693877551
1,2,1,1,4,21,0,0,3,4,0,2,0.25,0.025000000000000022,1.0,0.6530612244897959
2,1,1,1,41,13,0,0,4,4,0,0,0.4423076923076924,0.15000000000000002,0.6800000000000002,0.10204081632653061
2,2,1,1,34,5,3,0,0,5,0,2,0.11538461538461542,0.6375000000000001,0.72,0.8775510204081631
3,1,1,1,8,0,1,0,5,2,0,1,0.8076923076923078,0.9500000000000002,0.32000000000000006,0.4693877551020408
1,2,1,0,24,2,0,0,5,1,0,4,0.3846153846153847,0.7750000000000001,0.9600000000000002,0.3061224489795918
2,5,1,0,39,6,1,0,1,4,0,0,0.7692307692307693,0.7000000000000001,0.7600000000000002,0.22448979591836735
1,3,1,0,2,8,3,0,5,0,0,4,0.6730769230769232,0.025000000000000022,0.2400000000000002,1.0
3,2,1,0,13,8,3,0,4,5,0,1,0.5000000000000001,0.25,0.40000000000000013,0.836734693877551
1,3,1,0,33,21,2,0,0,0,0,4,0.6346153846153847,0.9000000000000001,0.56,1.0
3,2,1,3,25,24,0,0,0,5,0,4,0.34615384615384615,0.925,0.56,0.18367346938775508
1,6,1,1,24,24,0,0,0,5,0,3,0.03846153846153849,0.30000000000000004,0.72,0.6326530612244897
0,6,1,0,16,2,1,0,5,1,0,5,0.2692307692307693,0.36250000000000004,0.52,0.7346938775510203
2,3,1,1,9,4,1,0,2,0,0,0,0.9230769230769232,0.07500000000000001,0.08000000000000007,0.28571428571428564
1,1,1,1,16,24,0,0,2,5,0,2,0.5961538461538463,0.22500000000000003,0.7600000000000002,0.5306122448979591
2,6,1,1,9,17,1,0,3,1,0,5,0.17307692307692313,0.65,0.40000000000000013,0.12244897959183673
1,2,1,1,1,8,2,0,1,2,0,4,0.21153846153846156,0.9875,0.3600000000000001,0.9795918367346937
2,3,1,3,18,4,1,0,5,4,0,4,0.21153846153846156,0.22500000000000003,0.6000000000000001,0.8775510204081631
2,4,1,3,30,19,3,0,2,1,0,4,0.7115384615384616,0.9500000000000002,0.9199999999999999,0.24489795918367344
2,5,1,1,31,21,1,0,1,3,0,4,0.7500000000000001,0.08750000000000002,0.8,0.7551020408163265
1,6,1,1,35,7,3,0,4,4,0,3,0.21153846153846156,0.050000000000000044,0.7600000000000002,0.18367346938775508
2,6,1,1,49,18,2,0,0,0,0,3,0.25,0.7750000000000001,0.6399999999999999,0.4897959183673469
1,2,1,0,0,0,2,0,0,3,0,2,0.13461538461538464,0.45000000000000007,0.8399999999999999,0.346938775510204
1,2,1,0,19,12,0,0,1,5,0,1,0.826923076923077,0.0625,0.52,0.10204081632653061
2,2,1,2,47,9,1,0,0,2,0,0,0.6730769230769232,0.5875,0.15999999999999992,0.693877551020408
1,5,1,2,16,18,2,0,0,4,0,2,0.07692307692307698,0.012500000000000011,0.11999999999999988,0.6122448979591836
3,1,1,1,15,12,2,0,0,5,0,0,0.1923076923076924,0.08750000000000002,0.20000000000000018,0.8163265306122448
0,1,1,2,11,18,0,0,3,0,0,2,0.0,0.9625000000000001,0.6800000000000002,0.14285714285714285
0,5,1,0,34,1,3,0,1,2,0,2,0.5000000000000001,0.3125,0.6399999999999999,0.673469387755102
3,1,1,1,14,1,0,0,1,1,0,5,0.2692307692307693,0.5375000000000001,0.6399999999999999,0.38775510204081626
2,2,1,0,21,16,2,0,1,0,0,4,0.3076923076923077,1.0,0.8399999999999999,0.7551020408163265
2,2,1,1,40,2,1,0,4,5,0,5,0.9423076923076924,0.22500000000000003,0.0,0.693877551020408
2,1,1,1,26,8,2,0,4,5,0,3,0.9230769230769232,0.3125,0.20000000000000018,0.10204081632653061
1,6,1,0,4,14,0,0,2,3,0,4,0.1923076923076924,0.8875,0.52,1.0
