Age,Gender,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Payment Method,Shipping Type,Discount Applied,Previous Purchases,Preferred Payment Method,Frequency of Purchases
33,Male,Clothing,98,New Jersey,L,Gold,Winter,4.9,No,PayPal,2-Day Shipping,No,28,Venmo,Monthly
32,Male,Clothing,96,Arkansas,S,Purple,Spring,5.0,No,Cash,Express,No,17,Cash,Weekly
33,Male,Accessories,66,Nevada,M,Brown,Fall,2.9,No,Bank Transfer,Next Day Air,No,24,Credit Card,Weekly
67,Male,Footwear,80,Missouri,S,Teal,Spring,3.0,No,Credit Card,Standard,No,29,Debit Card,Quarterly
67,Male,Footwear,27,South Dakota,L,Indigo,Summer,3.3,No,Cash,Next Day Air,No,18,Cash,Every 3 Months
42,Male,Accessories,25,Connecticut,M,Purple,Fall,4.7,No,PayPal,Express,No,10,Debit Card,Bi-Weekly
20,Male,Clothing,45,Vermont,M,Orange,Fall,3.4,No,Debit Card,2-Day Shipping,No,19,Cash,Quarterly
39,Male,Clothing,89,Tennessee,L,Indigo,Winter,4.6,No,Credit Card,2-Day Shipping,No,26,Debit Card,Monthly
26,Male,Accessories,27,California,M,Lavender,Winter,3.6,No,Venmo,2-Day Shipping,No,25,Cash,Bi-Weekly
51,Male,Accessories,90,Wyoming,S,Purple,Winter,2.6,No,Debit Card,Free Shipping,No,2,Debit Card,Fortnightly
31,Male,Clothing,65,New York,M,Red,Summer,2.7,No,Cash,Express,No,19,PayPal,Every 3 Months
68,Male,Footwear,72,Maine,S,Blue,Spring,3.1,No,Venmo,Express,No,32,Cash,Quarterly
44,Male,Footwear,70,Georgia,L,Blue,Fall,3.2,No,Cash,2-Day Shipping,No,13,Cash,Bi-Weekly
18,Male,Footwear,82,Tennessee,M,Cyan,Winter,3.4,No,PayPal,Store Pickup,No,30,PayPal,Fortnightly
58,Male,Accessories,97,New Mexico,S,Pink,Fall,4.4,No,Debit Card,Express,No,2,Credit Card,Annually
26,Male,Clothing,25,Virginia,M,Silver,Summer,3.2,No,Cash,2-Day Shipping,No,8,PayPal,Quarterly
57,Male,Clothing,48,Florida,M,Gray,Spring,2.5,No,PayPal,Free Shipping,No,27,PayPal,Every 3 Months
37,Male,Footwear,99,Alabama,M,Indigo,Summer,3.8,No,Venmo,Next Day Air,No,26,Venmo,Bi-Weekly
24,Male,Clothing,21,Texas,M,Maroon,Summer,4.4,No,Venmo,2-Day Shipping,No,3,Debit Card,Bi-Weekly
57,Male,Footwear,94,West Virginia,M,Beige,Spring,3.7,No,Debit Card,Express,No,4,Bank Transfer,Monthly
48,Male,Clothing,53,Nevada,L,Green,Fall,3.2,No,Bank Transfer,Store Pickup,No,5,Cash,Fortnightly
39,Male,Accessories,70,Virginia,M,Peach,Winter,4.9,No,PayPal,Standard,No,25,Debit Card,Quarterly
51,Male,Clothing,26,Wisconsin,L,Black,Summer,3.9,No,Venmo,Standard,No,47,PayPal,Bi-Weekly
57,Male,Accessories,82,Virginia,S,Pink,Summer,4.5,No,Debit Card,Next Day Air,No,8,Credit Card,Fortnightly
53,Male,Footwear,47,Maine,S,Violet,Winter,3.4,No,Credit Card,Standard,No,20,Debit Card,Fortnightly
70,Male,Clothing,32,Massachusetts,S,Green,Winter,4.1,No,Venmo,Next Day Air,No,42,Bank Transfer,Every 3 Months
60,Male,Accessories,97,Arkansas,S,Gold,Fall,4.5,No,Debit Card,Store Pickup,No,20,Bank Transfer,Weekly
31,Male,Clothing,68,Idaho,S,Red,Winter,4.7,No,PayPal,Store Pickup,No,23,Cash,Fortnightly
41,Male,Clothing,23,Pennsylvania,M,Beige,Winter,4.8,No,Credit Card,Next Day Air,No,26,Cash,Quarterly
62,Male,Accessories,33,Maine,M,Green,Winter,4.4,No,Debit Card,Standard,No,48,Venmo,Quarterly
59,Male,Accessories,38,Alabama,S,Black,Winter,4.0,No,Bank Transfer,Store Pickup,No,16,Cash,Bi-Weekly
46,Male,Clothing,68,Idaho,S,Teal,Winter,4.1,No,Bank Transfer,Store Pickup,No,28,Cash,Bi-Weekly
62,Male,Clothing,23,Arkansas,L,Silver,Fall,3.7,No,Bank Transfer,Express,No,39,PayPal,Weekly
42,Male,Clothing,29,Delaware,M,Turquoise,Summer,3.0,No,Bank Transfer,Express,No,43,Debit Card,Fortnightly
37,Male,Accessories,35,Maine,M,Orange,Winter,3.6,No,Bank Transfer,Express,No,45,Bank Transfer,Every 3 Months
50,Male,Footwear,73,Nebraska,S,Gold,Fall,4.8,No,Venmo,Standard,No,50,Credit Card,Every 3 Months
29,Male,Footwear,84,Ohio,XL,Purple,Fall,3.7,No,Cash,2-Day Shipping,No,10,Venmo,Bi-Weekly
25,Male,Accessories,23,Montana,M,Pink,Spring,4.6,No,Bank Transfer,Next Day Air,No,40,PayPal,Quarterly
66,Male,Accessories,67,New Mexico,S,Green,Summer,2.8,No,Venmo,Standard,No,38,Credit Card,Monthly
21,Male,Clothing,51,North Carolina,L,Charcoal,Spring,4.0,No,Credit Card,Standard,No,2,Credit Card,Monthly
46,Male,Clothing,36,South Carolina,M,Maroon,Winter,4.2,No,Credit Card,Next Day Air,No,13,Cash,Annually
57,Male,Clothing,55,Illinois,L,Olive,Summer,3.6,No,Cash,Express,No,33,Venmo,Annually
61,Male,Clothing,30,Alabama,M,Peach,Spring,2.9,No,Credit Card,Store Pickup,No,27,PayPal,Monthly
53,Male,Clothing,70,Oklahoma,S,Yellow,Summer,4.1,No,Venmo,Express,No,43,Bank Transfer,Weekly
37,Male,Clothing,63,Minnesota,S,Lavender,Winter,3.1,No,PayPal,Next Day Air,No,46,Cash,Weekly
39,Male,Accessories,87,Illinois,S,Green,Summer,4.3,No,Cash,Express,No,7,Venmo,Bi-Weekly
53,Male,Clothing,70,Arkansas,L,Orange,Spring,4.4,No,Debit Card,Next Day Air,No,35,Credit Card,Fortnightly
35,Male,Clothing,51,Minnesota,M,Olive,Spring,3.1,No,Cash,Next Day Air,No,31,Debit Card,Bi-Weekly
69,Male,Accessories,25,South Carolina,XL,Gray,Spring,2.9,No,Debit Card,Free Shipping,No,42,Venmo,Quarterly
66,Male,Outerwear,32,New York,S,Lavender,Winter,3.2,No,Cash,Next Day Air,No,14,PayPal,Bi-Weekly
19,Male,Footwear,52,Alabama,M,Red,Spring,4.0,No,Credit Card,2-Day Shipping,No,35,Venmo,Monthly
47,Male,Accessories,33,New York,M,Charcoal,Summer,2.7,No,PayPal,Standard,No,49,PayPal,Weekly
49,Male,Clothing,68,Missouri,L,Orange,Spring,3.0,No,Cash,Free Shipping,No,17,PayPal,Fortnightly
31,Male,Accessories,20,Georgia,M,Red,Fall,4.4,No,PayPal,Express,No,26,PayPal,Quarterly
39,Male,Clothing,32,Oklahoma,M,Maroon,Winter,2.8,No,Bank Transfer,Free Shipping,No,30,Cash,Every 3 Months
58,Male,Accessories,82,Connecticut,M,Silver,Summer,3.1,No,Cash,Store Pickup,No,32,Cash,Annually
45,Male,Footwear,64,Michigan,XL,Pink,Winter,3.9,No,Credit Card,Express,No,35,Bank Transfer,Quarterly
68,Male,Footwear,24,Rhode Island,L,Blue,Fall,2.7,No,Debit Card,Standard,No,15,Venmo,Annually
35,Male,Accessories,96,Mississippi,M,Teal,Summer,3.4,No,Credit Card,Store Pickup,No,10,Debit Card,Annually
65,Male,Clothing,94,Massachusetts,L,Black,Spring,3.8,No,Cash,Free Shipping,No,14,Credit Card,Monthly
45,Male,Accessories,48,New Hampshire,M,Gray,Winter,3.7,No,PayPal,2-Day Shipping,No,30,Bank Transfer,Annually
19,Male,Accessories,60,Wyoming,S,Purple,Spring,4.5,No,Bank Transfer,2-Day Shipping,No,16,Credit Card,Fortnightly
65,Male,Clothing,56,New Jersey,XL,Gold,Spring,2.9,No,PayPal,Express,No,14,PayPal,Annually
28,Male,Accessories,33,Texas,M,Silver,Fall,3.4,No,Debit Card,2-Day Shipping,No,28,Bank Transfer,Weekly
55,Male,Accessories,46,Minnesota,L,Blue,Spring,4.4,No,Cash,2-Day Shipping,No,29,PayPal,Monthly
66,Male,Clothing,37,South Dakota,L,Yellow,Spring,4.2,No,Credit Card,Standard,No,5,PayPal,Every 3 Months
29,Male,Clothing,98,Washington,M,Brown,Winter,3.3,No,Debit Card,Store Pickup,No,17,Bank Transfer,Quarterly
56,Male,Clothing,50,California,XL,Beige,Spring,3.7,No,Cash,Express,No,50,PayPal,Weekly
21,Male,Accessories,63,Wisconsin,M,Blue,Fall,3.2,No,Debit Card,Next Day Air,No,23,Bank Transfer,Quarterly
32,Male,Clothing,70,Michigan,S,Magenta,Summer,2.6,No,PayPal,Store Pickup,No,22,Debit Card,Annually
54,Male,Outerwear,63,South Carolina,L,Silver,Fall,2.8,No,PayPal,Standard,No,15,Cash,Quarterly
61,Male,Clothing,86,Indiana,M,Cyan,Fall,2.9,No,Venmo,Standard,No,32,Cash,Monthly
31,Male,Footwear,99,Arkansas,M,Green,Summer,4.0,No,Bank Transfer,2-Day Shipping,No,5,Bank Transfer,Monthly
27,Male,Footwear,40,Oregon,M,Blue,Spring,2.9,No,PayPal,Free Shipping,No,6,Bank Transfer,Bi-Weekly
64,Male,Footwear,92,Illinois,M,Olive,Fall,4.7,No,Credit Card,Store Pickup,No,44,Debit Card,Fortnightly
60,Male,Clothing,21,Maryland,XL,Beige,Fall,3.1,No,Cash,2-Day Shipping,No,23,Cash,Fortnightly
70,Male,Accessories,81,Vermont,XL,Black,Summer,3.9,No,Credit Card,Store Pickup,No,44,Venmo,Monthly
36,Male,Clothing,82,Texas,M,Indigo,Fall,3.4,No,Cash,Free Shipping,No,3,Debit Card,Quarterly
56,Male,Accessories,88,Nebraska,XL,Red,Spring,3.1,No,Cash,Express,No,14,Cash,Monthly
69,Male,Outerwear,100,South Carolina,S,Yellow,Fall,4.8,No,Debit Card,Store Pickup,No,37,PayPal,Quarterly
39,Male,Accessories,66,Massachusetts,M,Beige,Winter,3.9,No,Credit Card,Next Day Air,No,22,Bank Transfer,Weekly
38,Male,Accessories,25,Texas,S,Green,Winter,3.5,No,Debit Card,Next Day Air,No,2,PayPal,Every 3 Months
36,Male,Accessories,53,Florida,M,White,Summer,3.1,No,Credit Card,Free Shipping,No,44,Debit Card,Fortnightly
46,Male,Clothing,28,South Carolina,S,Turquoise,Fall,4.7,No,Bank Transfer,Express,No,49,Debit Card,Monthly
59,Male,Accessories,23,Florida,S,Indigo,Fall,4.6,No,Cash,Free Shipping,No,22,Debit Card,Bi-Weekly
64,Male,Accessories,34,Nebraska,L,Orange,Fall,3.3,No,Bank Transfer,Free Shipping,No,26,Bank Transfer,Annually
49,Male,Clothing,42,Hawaii,M,Blue,Spring,3.2,No,Venmo,Next Day Air,No,40,Debit Card,Weekly
32,Male,Clothing,24,Montana,L,Violet,Summer,3.1,No,Debit Card,Next Day Air,No,16,PayPal,Quarterly
29,Male,Accessories,47,South Dakota,S,Gray,Fall,3.5,No,Credit Card,Free Shipping,No,17,Debit Card,Bi-Weekly
24,Male,Outerwear,78,Alabama,S,Cyan,Spring,4.3,No,Credit Card,Standard,No,48,Bank Transfer,Bi-Weekly
41,Male,Clothing,89,Arkansas,M,Yellow,Summer,2.9,No,Cash,Free Shipping,No,28,Venmo,Every 3 Months
41,Male,Accessories,59,Mississippi,L,Orange,Fall,2.7,No,Credit Card,Store Pickup,No,26,Credit Card,Fortnightly
32,Male,Clothing,94,Vermont,S,Brown,Summer,4.0,No,Bank Transfer,Standard,No,43,Bank Transfer,Quarterly
69,Male,Clothing,49,New York,M,Teal,Fall,4.6,No,Cash,Free Shipping,No,38,Debit Card,Weekly
65,Male,Clothing,89,North Dakota,L,Beige,Summer,4.7,No,Credit Card,2-Day Shipping,No,36,Cash,Every 3 Months
54,Male,Accessories,91,Wisconsin,M,Blue,Summer,4.7,No,Credit Card,Standard,No,1,Credit Card,Weekly
39,Male,Footwear,89,California,L,Orange,Spring,4.0,No,Cash,Standard,No,49,Debit Card,Annually
37,Male,Outerwear,57,Maryland,L,Gold,Spring,3.6,No,Cash,Free Shipping,No,41,Credit Card,Every 3 Months
51,Male,Clothing,71,Massachusetts,S,Teal,Winter,3.4,No,Debit Card,Free Shipping,No,21,Debit Card,Monthly
26,Male,Clothing,97,Washington,XL,Beige,Fall,3.0,No,PayPal,Next Day Air,No,24,Bank Transfer,Quarterly
42,Male,Footwear,45,Minnesota,M,Silver,Fall,2.6,No,Bank Transfer,Next Day Air,No,27,Bank Transfer,Weekly
21,Male,Clothing,91,Washington,M,Maroon,Spring,4.2,No,Venmo,Store Pickup,No,4,Debit Card,Annually
53,Male,Clothing,25,South Carolina,M,Indigo,Spring,3.4,No,Bank Transfer,Standard,No,19,Venmo,Annually
36,Male,Clothing,63,New Mexico,M,Gray,Fall,4.0,No,Credit Card,Store Pickup,No,1,Bank Transfer,Fortnightly
21,Male,Clothing,52,North Carolina,L,Blue,Summer,4.7,No,Debit Card,Free Shipping,No,27,Debit Card,Annually
33,Male,Footwear,43,Iowa,S,Cyan,Winter,3.9,No,Credit Card,Next Day Air,No,5,Credit Card,Weekly
49,Male,Clothing,28,Louisiana,M,White,Summer,3.3,No,Credit Card,2-Day Shipping,No,20,Venmo,Quarterly
31,Male,Clothing,78,Oklahoma,L,Green,Summer,2.9,No,Debit Card,Express,No,50,PayPal,Annually
68,Male,Clothing,31,Michigan,M,Silver,Spring,4.4,No,PayPal,Free Shipping,No,36,Cash,Fortnightly
49,Male,Clothing,23,Oregon,M,Blue,Winter,3.6,No,Cash,Next Day Air,No,12,Bank Transfer,Bi-Weekly
23,Male,Accessories,25,Idaho,M,Brown,Spring,4.5,No,PayPal,Store Pickup,No,23,Cash,Monthly
30,Male,Clothing,86,Indiana,S,Red,Summer,3.7,No,PayPal,Store Pickup,No,21,Venmo,Weekly
53,Male,Footwear,88,New Mexico,M,Gold,Spring,2.8,No,Bank Transfer,Free Shipping,No,47,Venmo,Weekly
65,Male,Accessories,35,South Carolina,M,Silver,Spring,4.5,No,Credit Card,Free Shipping,No,38,Venmo,Bi-Weekly
60,Male,Accessories,34,Vermont,M,Gray,Fall,4.4,No,Cash,Standard,No,40,Credit Card,Every 3 Months
46,Male,Clothing,75,Delaware,M,Black,Winter,3.3,No,PayPal,Standard,No,35,PayPal,Quarterly
54,Male,Clothing,46,North Dakota,XL,Beige,Winter,4.2,No,Debit Card,Express,No,4,Credit Card,Quarterly
59,Male,Accessories,31,California,L,Peach,Fall,2.7,No,Cash,Free Shipping,No,28,Venmo,Every 3 Months
52,Male,Clothing,93,Montana,L,Cyan,Spring,3.9,No,Cash,Store Pickup,No,36,Debit Card,Every 3 Months
41,Male,Accessories,85,Missouri,XL,Pink,Spring,2.6,No,Credit Card,Free Shipping,No,15,Bank Transfer,Annually
43,Male,Accessories,68,Tennessee,M,Lavender,Fall,4.5,No,Credit Card,2-Day Shipping,No,7,Cash,Fortnightly
63,Male,Clothing,40,Virginia,M,Brown,Spring,2.7,No,Credit Card,Store Pickup,No,29,PayPal,Every 3 Months
37,Male,Clothing,51,Vermont,M,Magenta,Winter,2.9,No,Credit Card,Standard,No,12,Debit Card,Annually
44,Male,Accessories,85,Rhode Island,M,Violet,Winter,3.4,No,Credit Card,Store Pickup,No,16,Bank Transfer,Bi-Weekly
67,Male,Outerwear,23,Kansas,M,Teal,Summer,2.9,No,PayPal,Express,No,50,Debit Card,Bi-Weekly
27,Male,Clothing,28,Colorado,L,Brown,Summer,3.8,No,Bank Transfer,Free Shipping,No,11,Debit Card,Annually
60,Male,Clothing,44,Georgia,M,Olive,Fall,4.2,No,Bank Transfer,2-Day Shipping,No,28,Debit Card,Quarterly
58,Male,Accessories,57,Nebraska,M,Indigo,Spring,3.5,No,Debit Card,Store Pickup,No,36,Venmo,Bi-Weekly
53,Male,Accessories,98,Missouri,S,Red,Fall,3.1,No,Venmo,Next Day Air,No,38,PayPal,Quarterly
43,Male,Accessories,68,Alaska,M,Olive,Winter,3.5,No,Credit Card,2-Day Shipping,No,32,Bank Transfer,Monthly
32,Male,Outerwear,36,Virginia,L,Teal,Fall,4.0,No,PayPal,Express,No,42,Debit Card,Weekly
54,Male,Outerwear,71,Nebraska,L,Cyan,Spring,3.7,No,Cash,Express,No,22,Debit Card,Bi-Weekly
47,Male,Clothing,60,Rhode Island,M,Teal,Fall,4.2,No,Venmo,Next Day Air,No,22,Venmo,Quarterly
57,Male,Outerwear,87,New Hampshire,M,Beige,Fall,4.8,No,Credit Card,Store Pickup,No,31,PayPal,Quarterly
63,Male,Footwear,38,Alabama,XL,Magenta,Winter,4.1,No,PayPal,Express,No,28,Credit Card,Monthly
70,Male,Footwear,45,North Carolina,M,Indigo,Spring,4.5,No,Credit Card,2-Day Shipping,No,40,Debit Card,Weekly
62,Male,Outerwear,47,New Mexico,L,Cyan,Fall,2.7,No,PayPal,2-Day Shipping,No,21,PayPal,Weekly
40,Male,Clothing,57,Minnesota,L,Orange,Fall,2.8,No,Credit Card,Store Pickup,No,12,PayPal,Every 3 Months
25,Male,Accessories,68,Arizona,L,Violet,Summer,3.7,No,Debit Card,Free Shipping,No,33,Credit Card,Annually
19,Male,Clothing,52,Montana,M,Red,Fall,3.6,No,Credit Card,Express,No,9,Bank Transfer,Fortnightly
25,Male,Clothing,87,Vermont,M,Magenta,Fall,4.7,No,PayPal,2-Day Shipping,No,15,Debit Card,Weekly
21,Male,Accessories,34,Maine,M,Olive,Summer,3.8,No,PayPal,Standard,No,13,Bank Transfer,Annually
55,Male,Footwear,41,Virginia,XL,Maroon,Winter,2.9,No,Venmo,Standard,No,35,Credit Card,Fortnightly
34,Male,Accessories,94,California,S,Yellow,Winter,4.6,No,Credit Card,Next Day Air,No,1,Debit Card,Every 3 Months
47,Male,Accessories,93,New York,M,Red,Summer,2.8,No,Bank Transfer,Standard,No,25,Bank Transfer,Fortnightly
27,Male,Clothing,51,Indiana,XL,Purple,Winter,4.6,No,Bank Transfer,2-Day Shipping,No,20,Credit Card,Every 3 Months
67,Male,Clothing,42,Mississippi,M,Teal,Fall,2.8,No,Venmo,Next Day Air,No,36,Venmo,Quarterly
40,Male,Footwear,95,New York,M,Red,Winter,3.0,No,Credit Card,Free Shipping,No,33,Cash,Weekly
53,Male,Accessories,90,New Mexico,M,Brown,Fall,3.7,No,Cash,Standard,No,36,Cash,Fortnightly
24,Male,Clothing,98,Kentucky,M,Peach,Winter,4.1,No,Credit Card,2-Day Shipping,No,32,PayPal,Annually
47,Male,Accessories,39,North Dakota,M,Maroon,Winter,4.3,No,Venmo,Next Day Air,No,21,Venmo,Quarterly
53,Male,Footwear,66,Arkansas,L,Red,Fall,3.8,No,Debit Card,Next Day Air,No,48,Venmo,Bi-Weekly
47,Male,Footwear,23,Maryland,L,Orange,Winter,3.7,No,Cash,Free Shipping,No,25,PayPal,Quarterly
38,Male,Clothing,73,Connecticut,S,White,Winter,4.8,No,Debit Card,Standard,No,32,PayPal,Annually
48,Male,Accessories,23,Utah,XL,White,Summer,4.6,No,Debit Card,Standard,No,45,PayPal,Every 3 Months
47,Male,Clothing,43,Missouri,S,Charcoal,Fall,4.8,No,PayPal,Standard,No,4,Cash,Fortnightly
19,Male,Clothing,45,Nebraska,XL,Turquoise,Winter,4.6,No,PayPal,2-Day Shipping,No,19,PayPal,Bi-Weekly
38,Male,Footwear,21,Hawaii,L,Orange,Winter,4.0,No,Bank Transfer,Standard,No,1,Bank Transfer,Weekly
57,Male,Clothing,40,Illinois,M,Orange,Spring,2.6,No,PayPal,2-Day Shipping,No,12,Cash,Weekly
70,Male,Clothing,58,Vermont,L,Brown,Fall,2.6,No,Venmo,2-Day Shipping,No,18,Venmo,Monthly
38,Male,Clothing,48,New Jersey,L,Magenta,Summer,4.5,No,Bank Transfer,Next Day Air,No,43,Bank Transfer,Bi-Weekly
35,Male,Clothing,94,Kentucky,M,Violet,Fall,4.2,No,Credit Card,Free Shipping,No,31,PayPal,Annually
46,Male,Accessories,74,Wyoming,M,Violet,Spring,3.4,No,Debit Card,Store Pickup,No,33,Cash,Every 3 Months
32,Male,Accessories,51,Hawaii,L,Yellow,Fall,3.7,No,Debit Card,Store Pickup,No,46,PayPal,Monthly
38,Male,Clothing,83,Missouri,M,Maroon,Winter,3.6,No,PayPal,Next Day Air,No,41,Debit Card,Bi-Weekly
41,Male,Accessories,68,Mississippi,L,Turquoise,Winter,4.0,No,Debit Card,Next Day Air,No,41,Venmo,Fortnightly
19,Male,Accessories,84,Massachusetts,XL,Olive,Spring,4.6,No,Credit Card,Standard,No,9,Bank Transfer,Fortnightly
18,Male,Clothing,58,Louisiana,M,Peach,Fall,3.0,No,PayPal,Free Shipping,No,34,Cash,Annually
45,Male,Clothing,92,West Virginia,L,Charcoal,Winter,3.3,No,Bank Transfer,Express,No,21,PayPal,Annually
23,Male,Clothing,69,Washington,S,Peach,Summer,3.8,No,Credit Card,Express,No,5,Debit Card,Fortnightly
60,Male,Clothing,48,Oregon,S,Black,Summer,2.7,No,Credit Card,Free Shipping,No,32,PayPal,Weekly
52,Male,Footwear,60,New York,L,Gray,Spring,4.5,No,Bank Transfer,Express,No,44,Bank Transfer,Monthly
42,Male,Footwear,20,Iowa,S,Olive,Winter,4.8,No,Venmo,Next Day Air,No,46,PayPal,Bi-Weekly
29,Male,Clothing,55,Idaho,M,Turquoise,Summer,4.2,No,Bank Transfer,Express,No,42,Credit Card,Every 3 Months
31,Male,Outerwear,88,New Jersey,S,Purple,Spring,3.5,No,Venmo,Express,No,50,Credit Card,Bi-Weekly
30,Male,Clothing,48,Ohio,L,Green,Winter,4.9,No,Venmo,Standard,No,33,Venmo,Fortnightly
23,Male,Accessories,74,Connecticut,M,Beige,Spring,4.1,No,Bank Transfer,Next Day Air,No,32,Cash,Quarterly
31,Male,Outerwear,42,Florida,M,Brown,Fall,2.9,No,PayPal,Next Day Air,No,32,Bank Transfer,Bi-Weekly
40,Male,Clothing,32,South Carolina,M,Turquoise,Fall,4.0,No,PayPal,Next Day Air,No,37,Venmo,Every 3 Months
39,Male,Clothing,98,Missouri,M,Yellow,Summer,4.6,No,Credit Card,Store Pickup,No,9,Cash,Fortnightly
28,Male,Clothing,89,Rhode Island,S,Lavender,Fall,2.8,No,Bank Transfer,Store Pickup,No,6,PayPal,Fortnightly
23,Male,Accessories,97,Delaware,S,Cyan,Summer,5.0,No,Cash,2-Day Shipping,No,36,Venmo,Quarterly
42,Male,Accessories,49,Colorado,S,Olive,Spring,2.9,No,Cash,Store Pickup,No,1,Cash,Annually
68,Male,Clothing,50,Nebraska,M,Silver,Spring,3.3,No,Bank Transfer,Free Shipping,No,48,Credit Card,Fortnightly
24,Male,Accessories,91,Vermont,S,Red,Winter,3.4,No,Venmo,2-Day Shipping,No,44,Debit Card,Quarterly
24,Male,Accessories,93,Montana,XL,Green,Winter,3.0,No,Bank Transfer,Express,No,9,PayPal,Bi-Weekly
21,Male,Accessories,98,Florida,M,Gold,Summer,4.7,No,Debit Card,Standard,No,32,Venmo,Annually
49,Male,Clothing,82,Delaware,L,Lavender,Fall,2.9,No,Credit Card,Next Day Air,No,14,PayPal,Monthly
41,Male,Outerwear,37,Connecticut,M,Yellow,Summer,4.1,No,Debit Card,Store Pickup,No,43,Cash,Quarterly
22,Male,Accessories,63,Hawaii,M,Black,Fall,3.2,No,Venmo,Free Shipping,No,32,Bank Transfer,Bi-Weekly
42,Male,Clothing,99,New Mexico,M,Maroon,Winter,2.7,No,Cash,Store Pickup,No,26,Venmo,Bi-Weekly
30,Male,Clothing,37,Kansas,M,Maroon,Spring,4.7,No,PayPal,Store Pickup,No,2,Cash,Monthly
38,Male,Footwear,34,Nevada,S,Gold,Spring,3.2,No,PayPal,Free Shipping,No,16,PayPal,Every 3 Months
40,Male,Clothing,32,North Carolina,M,Violet,Winter,2.5,No,Venmo,Express,No,50,Debit Card,Every 3 Months
55,Male,Footwear,23,New Mexico,XL,Teal,Winter,4.3,No,Bank Transfer,Next Day Air,No,6,PayPal,Every 3 Months
37,Male,Clothing,78,Idaho,M,Violet,Spring,4.4,No,Venmo,Free Shipping,No,20,PayPal,Annually
41,Male,Outerwear,54,California,M,Brown,Winter,4.7,No,PayPal,Next Day Air,No,9,Credit Card,Weekly
38,Male,Clothing,94,Wisconsin,XL,Brown,Fall,4.0,No,PayPal,Express,No,47,Credit Card,Bi-Weekly
42,Male,Accessories,75,Alaska,S,Maroon,Spring,4.6,No,Debit Card,Express,No,33,Credit Card,Annually
26,Male,Clothing,69,Pennsylvania,S,Maroon,Summer,3.8,No,Venmo,Next Day Air,No,46,Cash,Bi-Weekly
41,Male,Accessories,35,Virginia,L,Yellow,Winter,3.2,No,Bank Transfer,Next Day Air,No,9,Credit Card,Monthly
27,Male,Clothing,78,California,L,Turquoise,Spring,5.0,No,Bank Transfer,Express,No,8,PayPal,Monthly
61,Male,Clothing,29,Kentucky,M,Silver,Summer,3.5,No,Debit Card,Standard,No,48,Bank Transfer,Quarterly
58,Male,Clothing,62,New York,M,Brown,Fall,3.7,No,Credit Card,Next Day Air,No,2,Cash,Monthly
25,Male,Clothing,58,Vermont,M,Gray,Spring,4.8,No,Venmo,Next Day Air,No,31,PayPal,Weekly
33,Male,Footwear,88,Pennsylvania,M,Indigo,Summer,3.7,No,PayPal,2-Day Shipping,No,40,Venmo,Monthly
57,Male,Accessories,80,New York,L,Turquoise,Summer,3.5,No,Cash,Free Shipping,No,35,Venmo,Monthly
39,Male,Accessories,47,North Carolina,M,Maroon,Summer,4.9,No,Bank Transfer,Store Pickup,No,40,Debit Card,Monthly
60,Male,Accessories,51,Wyoming,L,Charcoal,Summer,4.7,No,PayPal,Next Day Air,No,27,Debit Card,Every 3 Months
39,Male,Clothing,25,Ohio,L,Peach,Spring,4.9,No,Bank Transfer,2-Day Shipping,No,10,Venmo,Annually
42,Male,Clothing,36,Alabama,M,Red,Summer,4.3,No,PayPal,Next Day Air,No,23,Credit Card,Weekly
53,Male,Clothing,79,Rhode Island,M,Indigo,Winter,3.1,No,Venmo,Free Shipping,No,32,Cash,Quarterly
20,Male,Clothing,41,Oregon,S,Lavender,Winter,3.4,No,Venmo,2-Day Shipping,No,6,Debit Card,Monthly
46,Male,Clothing,68,North Dakota,XL,Red,Fall,2.7,No,PayPal,Express,No,27,PayPal,Weekly
46,Male,Footwear,51,Illinois,L,Green,Spring,2.6,No,PayPal,Store Pickup,No,25,Bank Transfer,Fortnightly
69,Male,Accessories,38,New Mexico,M,Gray,Fall,2.9,No,Debit Card,Next Day Air,No,11,Credit Card,Annually
28,Male,Accessories,46,Colorado,XL,Violet,Summer,2.7,No,Debit Card,2-Day Shipping,No,23,PayPal,Monthly
42,Male,Footwear,20,Utah,XL,Beige,Summer,4.5,No,Credit Card,2-Day Shipping,No,44,Bank Transfer,Quarterly
30,Male,Accessories,25,Virginia,M,Orange,Summer,3.1,No,Venmo,Store Pickup,No,35,PayPal,Fortnightly
50,Male,Clothing,89,Maine,L,Purple,Winter,3.2,No,PayPal,Free Shipping,No,45,Debit Card,Every 3 Months
59,Male,Clothing,77,Nebraska,M,Brown,Winter,3.3,No,PayPal,Next Day Air,No,22,Bank Transfer,Quarterly
54,Male,Accessories,94,Hawaii,M,Maroon,Fall,2.9,No,Credit Card,Express,No,18,Debit Card,Quarterly
50,Male,Accessories,100,Idaho,L,Gold,Fall,4.1,No,Cash,Standard,No,20,Debit Card,Weekly
25,Male,Footwear,96,West Virginia,M,Indigo,Winter,2.7,No,Debit Card,Express,No,28,Credit Card,Fortnightly
41,Male,Clothing,36,Vermont,XL,Silver,Winter,4.0,No,Credit Card,Store Pickup,No,15,Venmo,Bi-Weekly
35,Male,Accessories,27,Indiana,XL,Red,Fall,2.6,No,Bank Transfer,Store Pickup,No,42,Bank Transfer,Fortnightly
